"id","choice","mode","cost","risk","weight","seats","noise","crowdness","convloc","clientele","chid","african","lifeExp","dwage","iwage","educ","fatalism","gender","age","haveChildren","swim"
8020605,0,"WaterTaxi",59.3100891113281,2.55126953124796,1.46788418292999,0.800000011920929,1,1,0.800000011920929,1,1,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,1,"Ferry",34.7288703918457,4.43115234375346,1.46788418292999,0.400000005960464,0.200000002980232,0.200000002980232,0.400000005960464,0.800000011920929,1,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"Hovercraft",57.0470504760742,3.88183593750258,1.46788418292999,0.800000011920929,1,1,0.600000023841858,1,1,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"Helicopter",99.8692855834961,18.4082031249977,1.46788418292999,0.800000011920929,1,1,0.600000023841858,1,2,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"WaterTaxi",59.3100891113281,2.55126953124796,1.46788418292999,0.800000011920929,1,1,0.800000011920929,1,2,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,1,"Ferry",34.7288703918457,4.43115234375346,1.46788418292999,0.400000005960464,0.200000002980232,0.200000002980232,0.400000005960464,0.800000011920929,2,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"Hovercraft",81.0445022583008,3.88183593750258,1.46788418292999,0.800000011920929,1,1,0.600000023841858,1,2,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"Helicopter",99.8692855834961,18.4082031249977,1.46788418292999,0.800000011920929,1,1,0.600000023841858,1,3,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"WaterTaxi",59.3100891113281,2.55126953124796,1.46788418292999,0.800000011920929,1,1,0.800000011920929,1,3,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,1,"Ferry",34.7288703918457,4.43115234375346,1.46788418292999,0.400000005960464,0.200000002980232,0.200000002980232,0.400000005960464,0.800000011920929,3,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8020605,0,"Hovercraft",81.0445022583008,3.88183593750258,1.46788418292999,0.800000011920929,1,1,0.600000023841858,1,3,"yes",52,19.3974761962891,19.3974761962891,"high",6,"male",33,"yes","yes"
8260102,1,"WaterTaxi",135.030990600586,2.55126953124796,0.386382102966309,0.800000011920929,0.600000023841858,0.800000011920929,0.600000023841858,0.800000011920929,6,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,0,"Ferry",122.498245239258,4.43115234375346,0.386382102966309,0.600000023841858,0.800000011920929,0.800000011920929,0.400000005960464,0.600000023841858,6,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,1,"WaterTaxi",135.030990600586,2.55126953124796,0.386382102966309,0.800000011920929,0.600000023841858,0.800000011920929,0.600000023841858,0.800000011920929,7,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,0,"Ferry",122.498245239258,4.43115234375346,0.386382102966309,0.600000023841858,0.800000011920929,0.800000011920929,0.400000005960464,0.600000023841858,7,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,1,"WaterTaxi",135.030990600586,2.55126953124796,0.386382102966309,0.800000011920929,0.600000023841858,0.800000011920929,0.600000023841858,0.800000011920929,8,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,0,"Ferry",122.498245239258,4.43115234375346,0.386382102966309,0.600000023841858,0.800000011920929,0.800000011920929,0.400000005960464,0.600000023841858,8,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,1,"WaterTaxi",135.030990600586,2.55126953124796,0.386382102966309,0.800000011920929,0.600000023841858,0.800000011920929,0.600000023841858,0.800000011920929,9,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,0,"Ferry",122.498245239258,4.43115234375346,0.386382102966309,0.600000023841858,0.800000011920929,0.800000011920929,0.400000005960464,0.600000023841858,9,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,1,"WaterTaxi",135.030990600586,2.55126953124796,0.386382102966309,0.800000011920929,0.600000023841858,0.800000011920929,0.600000023841858,0.800000011920929,10,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260102,0,"Ferry",122.498245239258,4.43115234375346,0.386382102966309,0.600000023841858,0.800000011920929,0.800000011920929,0.400000005960464,0.600000023841858,10,"no",37,,70.6850051879883,"high",4,"male",33,"no","no"
8260104,1,"WaterTaxi",60.2078514099121,2.55126953124796,0.386382102966309,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.600000023841858,13,"yes",45,34.642032623291,34.642032623291,"high",3,"female",35,"no","no"
8260104,0,"Ferry",59.7367210388184,4.43115234375346,0.386382102966309,0.800000011920929,0.600000023841858,0.400000005960464,0.400000005960464,0.600000023841858,13,"yes",45,34.642032623291,34.642032623291,"high",3,"female",35,"no","no"
8260104,1,"WaterTaxi",60.2078514099121,2.55126953124796,0.386382102966309,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.600000023841858,14,"yes",45,34.642032623291,34.642032623291,"high",3,"female",35,"no","no"
